user_id,item_id,interaction_type,timestamp
381,30,purchase,2025-07-01T02:35:21.759Z
205,21,view,2025-07-01T02:34:56.158Z
279,14,view,2025-07-01T02:34:43.723Z
37,24,purchase,2025-07-01T02:35:35.784Z
23,26,click,2025-07-01T02:34:32.523Z
71,15,view,2025-07-01T01:47:34.818Z
69,22,click,2025-07-01T01:54:09.342Z
330,15,purchase,2025-06-30T17:57:26.328Z
28,26,view,2025-07-01T01:54:59.403Z
331,12,purchase,2025-07-01T01:53:10.252Z
188,23,click,2025-07-01T01:52:10.179Z
467,15,purchase,2025-07-01T01:44:18.629Z
78,3,purchase,2025-07-01T01:42:42.539Z
423,6,click,2025-07-01T01:49:19.960Z
335,14,purchase,2025-07-01T01:53:21.262Z
386,24,click,2025-07-01T01:50:38.054Z
485,17,purchase,2025-07-01T01:43:43.593Z
94,28,purchase,2025-07-01T01:51:50.153Z
25,17,view,2025-07-01T01:43:18.569Z
225,4,click,2025-07-01T01:43:03.557Z
472,29,view,2025-07-01T01:43:37.587Z
249,24,click,2025-07-01T01:53:59.323Z
333,14,view,2025-07-01T01:43:42.592Z
404,2,purchase,2025-07-01T01:53:50.313Z
45,14,click,2025-07-01T01:44:34.642Z
13,4,view,2025-07-01T01:50:06.017Z
210,6,purchase,2025-07-01T01:50:16.026Z
21,18,view,2025-07-01T01:44:37.645Z
33,17,view,2025-07-01T01:49:20.961Z
140,16,view,2025-07-01T01:46:21.749Z
475,16,purchase,2025-07-01T01:53:39.303Z
229,5,purchase,2025-07-01T01:50:35.051Z
136,3,view,2025-07-01T01:41:43.489Z
220,15,purchase,2025-07-01T02:34:42.310Z
96,18,click,2025-07-01T02:35:50.948Z
322,27,view,2025-07-01T02:35:30.863Z
94,24,view,2025-07-01T02:35:38.010Z
236,27,view,2025-07-01T02:34:48.467Z
160,19,purchase,2025-07-01T02:34:36.157Z
65,19,view,2025-07-01T02:35:52.067Z
186,5,purchase,2025-07-01T02:35:08.780Z
476,24,purchase,2025-07-01T02:34:27.856Z
46,23,click,2025-07-01T02:35:29.953Z
12,21,purchase,2025-07-01T02:35:04.409Z
67,2,view,2025-07-01T02:34:31.511Z
137,23,click,2025-07-01T02:34:52.215Z
400,18,purchase,2025-07-01T02:35:24.787Z
234,3,purchase,2025-07-01T01:54:04.328Z
230,19,view,2025-07-01T01:42:27.524Z
466,3,click,2025-07-01T01:40:49.444Z
288,18,click,2025-07-01T01:54:49.392Z
212,26,click,2025-07-01T01:44:50.659Z
329,18,purchase,2025-07-01T01:48:57.935Z
357,26,purchase,2025-07-01T01:48:00.842Z
281,14,purchase,2025-07-01T01:53:46.309Z
396,30,click,2025-07-01T01:48:38.913Z
436,13,purchase,2025-07-01T01:44:10.620Z
38,16,click,2025-07-01T01:43:38.588Z
326,12,click,2025-07-01T01:46:17.744Z
380,14,purchase,2025-07-01T01:46:34.762Z
265,6,view,2025-07-01T01:46:15.743Z
117,30,purchase,2025-07-01T01:44:09.619Z
211,4,click,2025-07-01T01:46:02.729Z
118,28,click,2025-07-01T01:51:10.092Z
247,18,view,2025-07-01T01:46:49.775Z
423,28,click,2025-07-01T01:51:06.087Z
341,30,view,2025-07-01T01:50:12.021Z
182,20,purchase,2025-07-01T01:51:54.159Z
63,24,purchase,2025-07-01T01:52:29.202Z
202,30,purchase,2025-07-01T01:41:10.461Z
207,10,click,2025-06-30T17:57:15.307Z
233,5,click,2025-07-01T01:41:56.498Z
463,18,purchase,2025-07-01T01:52:30.203Z
183,15,click,2025-07-01T01:48:21.870Z
481,2,click,2025-07-01T01:44:07.617Z
141,15,purchase,2025-07-01T01:48:18.866Z
403,11,purchase,2025-07-01T01:55:43.466Z
369,20,view,2025-07-01T01:51:25.106Z
261,29,view,2025-06-30T17:57:23.316Z
163,1,click,2025-07-01T01:51:19.098Z
304,17,purchase,2025-07-01T01:44:14.624Z
390,29,purchase,2025-07-01T01:44:46.655Z
358,17,click,2025-07-01T01:42:04.503Z
200,22,purchase,2025-07-01T01:40:26.419Z
88,25,click,2025-07-01T01:53:43.306Z
268,17,purchase,2025-07-01T01:51:05.086Z
450,25,click,2025-07-01T01:49:10.948Z
158,3,click,2025-07-01T01:47:26.811Z
199,27,click,2025-07-01T01:40:40.436Z
155,21,view,2025-07-01T01:49:54.002Z
494,5,purchase,2025-07-01T01:44:24.635Z
22,17,view,2025-07-01T01:47:42.826Z
458,6,purchase,2025-07-01T01:40:41.437Z
442,8,click,2025-07-01T01:51:37.137Z
139,17,click,2025-07-01T01:52:43.220Z
254,15,purchase,2025-07-01T01:53:00.240Z
286,6,purchase,2025-07-01T01:48:23.872Z
316,11,click,2025-07-01T01:50:40.056Z
485,24,view,2025-07-01T01:40:47.442Z
295,1,click,2025-07-01T01:53:33.292Z
111,10,view,2025-07-01T01:49:35.979Z
243,10,click,2025-07-01T01:47:31.816Z
41,27,view,2025-07-01T01:41:26.473Z
444,28,click,2025-07-01T01:55:16.435Z
302,20,view,2025-07-01T01:40:30.427Z
203,19,view,2025-06-30T17:57:17.309Z
15,4,click,2025-07-01T01:50:29.042Z
30,20,click,2025-07-01T01:49:43.989Z
263,27,view,2025-07-01T01:52:41.218Z
266,2,purchase,2025-07-01T01:53:45.308Z
394,27,purchase,2025-07-01T01:51:12.094Z
29,16,purchase,2025-07-01T01:46:09.736Z
258,23,purchase,2025-07-01T01:41:16.467Z
96,12,click,2025-07-01T01:54:40.380Z
404,27,click,2025-07-01T01:40:07.157Z
321,23,purchase,2025-07-01T02:34:35.554Z
270,21,view,2025-07-01T02:34:36.258Z
283,26,purchase,2025-07-01T02:35:54.864Z
292,25,click,2025-07-01T02:34:39.788Z
307,23,click,2025-07-01T02:34:48.264Z
362,17,view,2025-07-01T02:34:40.090Z
383,22,purchase,2025-07-01T02:35:49.330Z
248,6,click,2025-07-01T02:35:28.236Z
421,17,purchase,2025-07-01T02:34:29.488Z
29,3,purchase,2025-07-01T02:35:12.219Z
218,22,view,2025-07-01T02:34:26.131Z
398,9,click,2025-07-01T02:35:28.945Z
421,28,view,2025-07-01T01:47:29.814Z
24,18,view,2025-07-01T01:46:35.763Z
437,11,click,2025-07-01T01:48:27.877Z
464,23,purchase,2025-07-01T01:43:09.561Z
434,25,view,2025-07-01T01:53:55.318Z
272,28,view,2025-07-01T01:43:07.560Z
67,13,click,2025-07-01T01:41:37.483Z
201,15,click,2025-07-01T01:48:52.929Z
289,29,click,2025-07-01T01:42:20.517Z
148,15,view,2025-07-01T01:42:21.518Z
217,26,purchase,2025-07-01T01:52:12.181Z
91,23,click,2025-07-01T01:53:34.293Z
44,20,purchase,2025-07-01T01:52:54.233Z
474,19,click,2025-07-01T01:43:21.572Z
406,8,click,2025-07-01T01:42:12.510Z
348,3,purchase,2025-07-01T01:52:31.204Z
254,20,purchase,2025-07-01T01:41:20.469Z
345,27,view,2025-07-01T01:44:17.628Z
202,7,purchase,2025-07-01T01:44:39.646Z
72,24,view,2025-07-01T01:48:47.923Z
13,18,click,2025-07-01T01:45:06.674Z
227,22,purchase,2025-06-30T17:57:36.336Z
341,15,purchase,2025-07-01T01:42:36.533Z
343,18,view,2025-07-01T01:42:43.540Z
42,14,view,2025-07-01T01:49:56.004Z
101,19,click,2025-07-01T01:53:18.260Z
203,19,view,2025-07-01T01:47:19.804Z
410,2,purchase,2025-07-01T01:49:53.001Z
419,13,click,2025-07-01T01:52:00.167Z
96,7,view,2025-07-01T01:44:06.616Z
294,3,view,2025-07-01T02:34:39.079Z
450,28,click,2025-07-01T02:34:55.754Z
459,28,click,2025-07-01T02:34:47.051Z
246,1,view,2025-07-01T02:34:49.175Z
461,13,click,2025-07-01T02:35:52.874Z
408,1,view,2025-07-01T02:35:22.769Z
344,18,view,2025-07-01T02:35:28.540Z
50,12,click,2025-07-01T02:35:36.087Z
334,16,purchase,2025-07-01T02:35:10.397Z
19,16,view,2025-07-01T02:35:43.266Z
135,13,view,2025-07-01T02:34:29.083Z
59,25,view,2025-07-01T02:34:48.163Z
314,8,click,2025-07-01T02:34:38.070Z
333,23,view,2025-07-01T02:35:17.683Z
86,15,purchase,2025-07-01T02:35:41.341Z
334,1,click,2025-07-01T02:34:46.446Z
45,14,click,2025-07-01T02:34:48.568Z
326,28,purchase,2025-07-01T02:34:39.989Z
259,14,click,2025-07-01T02:35:49.834Z
137,2,purchase,2025-07-01T01:40:54.447Z
259,18,click,2025-07-01T01:52:25.196Z
206,6,purchase,2025-07-01T01:49:26.969Z
326,24,purchase,2025-07-01T01:45:18.687Z
185,15,view,2025-07-01T01:49:28.971Z
187,17,click,2025-07-01T01:52:07.175Z
360,20,click,2025-07-01T01:46:43.770Z
98,29,view,2025-07-01T02:35:53.077Z
136,16,view,2025-07-01T02:35:53.917Z
117,29,click,2025-07-01T02:34:54.341Z
54,15,purchase,2025-07-01T02:34:32.120Z
239,3,purchase,2025-07-01T02:35:28.031Z
410,26,view,2025-07-01T02:34:26.942Z
473,30,click,2025-07-01T02:35:54.361Z
272,20,click,2025-07-01T02:34:59.971Z
442,4,purchase,2025-07-01T02:35:49.632Z
101,19,view,2025-07-01T02:35:10.296Z
303,28,view,2025-07-01T02:35:45.064Z
267,3,click,2025-07-01T02:34:27.755Z
339,16,click,2025-07-01T02:35:41.749Z
475,20,view,2025-07-01T01:40:11.290Z
123,1,view,2025-07-01T01:44:11.621Z
239,17,purchase,2025-07-01T01:44:59.667Z
196,28,purchase,2025-06-30T17:57:19.311Z
155,26,click,2025-07-01T01:55:05.424Z
29,4,purchase,2025-07-01T01:51:22.103Z
93,9,view,2025-07-01T01:42:33.531Z
150,11,view,2025-07-01T01:42:08.506Z
366,19,view,2025-07-01T01:42:18.516Z
287,18,purchase,2025-07-01T01:47:33.817Z
341,1,click,2025-07-01T01:48:26.875Z
275,12,purchase,2025-07-01T01:41:35.481Z
252,1,purchase,2025-07-01T01:40:32.430Z
154,13,purchase,2025-07-01T01:40:38.435Z
153,4,view,2025-07-01T01:49:44.990Z
66,14,view,2025-07-01T01:44:35.643Z
277,6,view,2025-07-01T01:52:06.174Z
324,9,click,2025-07-01T01:54:58.402Z
218,20,purchase,2025-07-01T01:47:53.835Z
356,17,view,2025-07-01T01:45:17.686Z
56,22,click,2025-06-30T17:57:09.303Z
435,6,purchase,2025-07-01T02:35:50.847Z
256,21,purchase,2025-07-01T02:35:11.309Z
409,15,click,2025-07-01T02:35:37.403Z
33,25,purchase,2025-07-01T02:35:03.296Z
475,3,view,2025-07-01T02:35:09.891Z
226,2,view,2025-07-01T02:35:05.821Z
169,17,purchase,2025-07-01T02:34:42.612Z
30,28,purchase,2025-07-01T01:51:38.138Z
241,14,click,2025-07-01T01:52:59.239Z
250,23,purchase,2025-07-01T01:47:35.819Z
59,8,purchase,2025-07-01T01:43:14.565Z
347,25,click,2025-07-01T01:52:40.216Z
275,24,click,2025-07-01T01:43:30.579Z
374,27,click,2025-07-01T01:49:34.978Z
367,2,purchase,2025-07-01T02:34:29.590Z
228,11,purchase,2025-07-01T02:34:26.030Z
417,20,view,2025-07-01T02:35:18.912Z
247,8,purchase,2025-07-01T02:34:36.762Z
22,12,purchase,2025-07-01T02:35:37.503Z
299,9,click,2025-07-01T02:34:53.227Z
379,14,click,2025-07-01T02:34:57.022Z
391,16,click,2025-07-01T01:51:36.135Z
198,17,view,2025-07-01T01:54:53.395Z
349,15,click,2025-07-01T01:46:20.748Z
207,8,view,2025-07-01T01:45:10.679Z
250,17,click,2025-06-30T17:57:12.306Z
473,8,click,2025-07-01T01:41:07.458Z
397,3,click,2025-07-01T01:52:03.170Z
101,21,view,2025-07-01T01:51:58.164Z
315,9,click,2025-07-01T01:49:08.946Z
337,27,view,2025-07-01T01:40:10.277Z
107,26,view,2025-07-01T01:46:37.765Z
367,21,click,2025-07-01T01:46:48.774Z
56,7,purchase,2025-07-01T02:35:22.870Z
364,20,purchase,2025-07-01T02:35:02.189Z
383,24,purchase,2025-07-01T02:35:36.697Z
115,6,click,2025-07-01T02:34:25.021Z
349,21,view,2025-07-01T02:34:41.803Z
449,30,purchase,2025-07-01T02:34:40.494Z
342,18,click,2025-07-01T02:34:33.531Z
49,7,purchase,2025-07-01T02:34:28.261Z
331,5,view,2025-07-01T02:35:52.167Z
223,8,purchase,2025-07-01T02:35:18.304Z
381,17,click,2025-07-01T02:35:03.498Z
255,6,view,2025-07-01T02:34:37.970Z
429,11,click,2025-07-01T02:35:23.072Z
340,18,purchase,2025-07-01T02:35:44.361Z
257,16,view,2025-07-01T02:34:45.033Z
439,22,view,2025-07-01T02:35:05.316Z
318,1,click,2025-07-01T02:35:09.689Z
260,18,view,2025-07-01T02:34:57.939Z
157,17,click,2025-07-01T02:34:47.759Z
78,17,view,2025-07-01T02:35:19.217Z
452,29,click,2025-07-01T02:34:54.847Z
269,13,purchase,2025-07-01T02:35:08.881Z
69,4,purchase,2025-07-01T02:35:45.390Z
182,25,view,2025-07-01T02:35:11.005Z
220,1,click,2025-07-01T02:35:10.498Z
119,12,view,2025-07-01T02:34:51.302Z
319,10,purchase,2025-07-01T02:35:16.573Z
38,4,purchase,2025-07-01T02:34:42.512Z
369,6,purchase,2025-07-01T02:34:36.963Z
194,25,view,2025-07-01T02:35:41.850Z
469,16,view,2025-07-01T02:35:14.861Z
28,8,purchase,2025-07-01T02:35:44.461Z
173,11,purchase,2025-07-01T02:35:31.166Z
168,1,view,2025-07-01T02:34:43.824Z
338,28,click,2025-07-01T01:45:26.694Z
170,7,purchase,2025-07-01T01:51:44.144Z
363,17,click,2025-07-01T01:49:22.964Z
108,7,click,2025-07-01T01:52:23.195Z
423,25,view,2025-07-01T01:41:22.470Z
143,5,click,2025-06-30T17:57:07.300Z
42,30,view,2025-07-01T01:49:57.006Z
245,20,view,2025-07-01T01:50:36.052Z
483,19,view,2025-07-01T01:51:51.155Z
494,14,view,2025-07-01T01:50:41.058Z
225,16,purchase,2025-07-01T01:54:41.381Z
424,11,purchase,2025-07-01T01:43:16.567Z
424,2,purchase,2025-07-01T01:55:38.462Z
305,22,click,2025-07-01T01:46:10.737Z
135,14,view,2025-07-01T01:41:33.479Z
156,16,view,2025-07-01T01:50:28.041Z
58,24,purchase,2025-07-01T01:44:28.639Z
195,12,click,2025-07-01T01:48:35.909Z
376,17,purchase,2025-07-01T01:42:09.507Z
289,17,view,2025-07-01T01:46:50.776Z
483,30,click,2025-07-01T01:51:34.133Z
440,20,purchase,2025-07-01T01:44:19.630Z
197,26,purchase,2025-07-01T01:48:24.873Z
290,2,purchase,2025-07-01T01:45:07.675Z
411,2,purchase,2025-07-01T01:42:07.506Z
241,13,click,2025-07-01T01:39:59.769Z
20,21,click,2025-07-01T01:43:15.566Z
216,16,purchase,2025-07-01T01:55:17.436Z
360,7,purchase,2025-07-01T01:41:03.455Z
453,14,click,2025-07-01T01:47:28.813Z
137,21,view,2025-07-01T01:44:43.650Z
240,1,click,2025-07-01T01:42:30.527Z
494,29,purchase,2025-07-01T01:46:42.770Z
156,28,click,2025-07-01T01:51:26.106Z
31,1,view,2025-07-01T01:51:29.110Z
158,23,view,2025-07-01T01:40:13.338Z
465,28,purchase,2025-07-01T01:50:45.062Z
411,19,view,2025-07-01T01:47:59.841Z
213,10,purchase,2025-07-01T01:40:23.417Z
274,17,purchase,2025-07-01T01:44:01.611Z
486,17,purchase,2025-06-30T17:57:28.329Z
168,28,purchase,2025-07-01T01:44:22.633Z
461,13,purchase,2025-07-01T01:54:39.380Z
295,30,purchase,2025-07-01T01:43:50.600Z
276,27,click,2025-07-01T01:44:02.612Z
182,26,click,2025-07-01T01:54:08.340Z
272,17,view,2025-07-01T01:49:17.957Z
359,12,purchase,2025-07-01T02:44:06.749Z
319,12,purchase,2025-07-01T02:44:47.218Z
103,1,purchase,2025-07-01T02:44:18.156Z
359,7,click,2025-07-01T02:44:46.409Z
403,30,click,2025-07-01T01:45:51.717Z
173,15,click,2025-07-01T01:48:25.874Z
384,25,purchase,2025-07-01T01:54:06.331Z
315,11,purchase,2025-07-01T01:46:16.743Z
444,28,view,2025-07-01T01:51:52.156Z
127,23,click,2025-07-01T01:50:18.029Z
487,17,purchase,2025-07-01T02:33:10.288Z
61,7,click,2025-07-01T02:32:46.747Z
61,18,view,2025-07-01T02:33:21.088Z
306,7,purchase,2025-07-01T02:33:23.522Z
176,25,click,2025-07-01T02:34:33.329Z
32,18,click,2025-07-01T02:35:02.390Z
159,21,purchase,2025-07-01T02:35:12.423Z
169,10,click,2025-07-01T02:34:36.359Z
42,21,view,2025-07-01T02:35:15.665Z
338,17,view,2025-07-01T01:43:20.571Z
124,26,view,2025-07-01T01:51:46.147Z
388,25,click,2025-07-01T01:53:12.254Z
397,22,purchase,2025-06-30T17:57:11.305Z
167,3,purchase,2025-07-01T01:53:49.312Z
390,6,view,2025-07-01T01:51:02.082Z
281,4,view,2025-07-01T01:47:44.827Z
190,15,click,2025-07-01T01:48:36.911Z
298,19,click,2025-07-01T01:44:13.624Z
464,12,click,2025-07-01T01:45:28.696Z
93,18,click,2025-07-01T01:53:42.305Z
104,11,click,2025-07-01T01:49:00.938Z
35,25,view,2025-07-01T01:54:05.329Z
301,28,view,2025-07-01T01:50:27.040Z
212,27,purchase,2025-07-01T01:55:18.438Z
298,19,purchase,2025-07-01T01:50:13.023Z
483,7,view,2025-07-01T01:54:56.398Z
168,22,view,2025-07-01T01:44:36.644Z
302,21,click,2025-07-01T01:52:20.192Z
209,12,purchase,2025-07-01T01:47:21.806Z
130,16,purchase,2025-07-01T01:40:56.448Z
453,21,view,2025-07-01T01:49:06.943Z
369,11,view,2025-07-01T01:44:27.638Z
478,24,click,2025-07-01T01:53:16.259Z
236,2,purchase,2025-06-30T17:57:37.336Z
153,27,purchase,2025-07-01T01:44:40.647Z
295,3,view,2025-07-01T01:46:39.767Z
218,28,view,2025-07-01T01:53:36.295Z
499,2,purchase,2025-07-01T01:43:25.576Z
459,22,click,2025-07-01T01:45:45.712Z
237,18,view,2025-07-01T01:40:05.053Z
283,9,purchase,2025-07-01T01:49:33.977Z
233,12,view,2025-07-01T01:43:40.590Z
441,5,purchase,2025-07-01T01:55:20.439Z
58,9,view,2025-07-01T01:46:54.780Z
80,16,click,2025-07-01T01:55:29.450Z
333,8,view,2025-07-01T02:34:38.372Z
418,11,view,2025-07-01T02:34:49.478Z
373,15,view,2025-07-01T02:35:07.236Z
176,23,purchase,2025-07-01T02:34:45.638Z
229,28,purchase,2025-07-01T02:34:50.999Z
247,26,click,2025-07-01T02:34:47.152Z
54,30,view,2025-07-01T02:35:41.240Z
481,13,click,2025-07-01T02:35:29.449Z
49,21,purchase,2025-07-01T02:34:29.892Z
373,18,purchase,2025-07-01T02:35:07.034Z
330,14,view,2025-07-01T02:35:08.578Z
161,24,click,2025-07-01T02:35:38.313Z
430,19,purchase,2025-07-01T01:55:02.421Z
262,26,view,2025-07-01T01:51:57.163Z
113,29,click,2025-07-01T01:47:02.788Z
312,17,view,2025-07-01T01:41:41.487Z
366,4,purchase,2025-07-01T01:48:55.933Z
311,11,purchase,2025-07-01T01:45:59.726Z
325,8,view,2025-07-01T01:55:04.423Z
252,20,purchase,2025-07-01T01:50:19.030Z
92,30,purchase,2025-07-01T01:54:51.393Z
30,20,purchase,2025-07-01T01:47:57.839Z
458,5,purchase,2025-07-01T01:52:22.194Z
175,6,view,2025-07-01T01:40:24.418Z
304,27,purchase,2025-07-01T01:41:18.468Z
415,4,view,2025-07-01T01:47:24.809Z
32,25,click,2025-07-01T01:49:16.956Z
163,7,purchase,2025-07-01T01:55:42.465Z
344,26,view,2025-07-01T01:41:46.492Z
140,16,click,2025-07-01T02:35:47.008Z
178,9,purchase,2025-07-01T02:34:27.553Z
226,25,click,2025-07-01T02:35:13.949Z
142,29,purchase,2025-07-01T02:35:06.832Z
464,19,purchase,2025-07-01T02:35:24.080Z
305,22,view,2025-07-01T02:35:25.597Z
76,13,view,2025-07-01T02:35:19.534Z
125,10,purchase,2025-07-01T02:35:32.792Z
149,13,click,2025-07-01T02:35:40.937Z
92,12,click,2025-07-01T02:34:31.814Z
225,13,view,2025-07-01T02:35:05.014Z
366,15,purchase,2025-07-01T01:52:13.182Z
21,11,view,2025-07-01T01:48:04.852Z
218,12,click,2025-07-01T01:53:04.246Z
444,5,purchase,2025-07-01T01:52:46.223Z
189,23,click,2025-07-01T01:43:36.586Z
20,8,purchase,2025-07-01T01:44:55.664Z
32,13,purchase,2025-07-01T01:45:27.695Z
350,30,purchase,2025-07-01T01:43:44.594Z
252,21,view,2025-07-01T01:42:05.504Z
4,26,click,2025-07-01T01:51:48.150Z
476,8,view,2025-07-01T01:52:49.227Z
471,20,click,2025-07-01T01:53:14.256Z
61,7,purchase,2025-07-01T01:50:10.020Z
251,23,click,2025-07-01T01:42:35.532Z
134,10,click,2025-07-01T01:53:26.286Z
192,16,purchase,2025-07-01T01:53:08.250Z
195,8,view,2025-07-01T01:48:08.856Z
347,15,view,2025-07-01T01:53:24.264Z
235,24,purchase,2025-07-01T01:50:42.059Z
424,27,click,2025-07-01T01:50:48.066Z
244,13,purchase,2025-07-01T01:48:43.919Z
394,21,click,2025-07-01T01:41:44.490Z
66,7,view,2025-07-01T01:46:07.734Z
197,28,click,2025-07-01T01:49:03.940Z
264,29,view,2025-07-01T01:50:22.033Z
148,7,purchase,2025-07-01T01:55:21.441Z
408,19,purchase,2025-07-01T01:42:25.522Z
11,17,click,2025-07-01T01:51:13.095Z
30,12,view,2025-07-01T01:40:01.861Z
447,9,click,2025-07-01T01:41:15.465Z
437,28,click,2025-06-30T17:57:39.337Z
81,6,view,2025-07-01T01:46:18.746Z
239,26,purchase,2025-07-01T01:43:46.596Z
377,29,click,2025-07-01T01:47:54.836Z
126,8,purchase,2025-07-01T01:41:01.454Z
227,18,click,2025-07-01T01:47:13.798Z
384,7,click,2025-07-01T02:35:42.252Z
36,1,purchase,2025-07-01T02:35:19.940Z
113,26,click,2025-07-01T02:35:16.976Z
24,7,purchase,2025-07-01T02:34:28.463Z
239,11,purchase,2025-07-01T02:35:19.433Z
12,16,purchase,2025-07-01T01:52:39.215Z
170,21,view,2025-07-01T01:40:25.419Z
175,3,view,2025-07-01T01:55:07.426Z
196,27,view,2025-07-01T01:45:31.699Z
306,27,purchase,2025-07-01T01:46:13.740Z
264,10,click,2025-07-01T02:34:49.581Z
347,6,purchase,2025-07-01T02:35:54.563Z
143,9,click,2025-07-01T02:35:07.742Z
252,30,purchase,2025-07-01T02:35:08.476Z
423,7,purchase,2025-07-01T02:35:20.347Z
393,9,click,2025-07-01T02:34:25.424Z
178,8,click,2025-07-01T01:42:55.550Z
80,26,view,2025-07-01T01:53:09.251Z
107,12,purchase,2025-07-01T01:42:13.511Z
410,1,click,2025-07-01T01:50:31.046Z
85,13,purchase,2025-07-01T01:43:39.589Z
132,25,view,2025-06-30T17:57:33.333Z
28,1,view,2025-07-01T01:53:13.255Z
103,6,purchase,2025-07-01T01:47:51.833Z
145,12,purchase,2025-07-01T01:52:01.167Z
66,12,view,2025-07-01T01:50:15.025Z
285,21,purchase,2025-07-01T01:47:37.822Z
250,25,click,2025-07-01T01:48:46.922Z
35,7,purchase,2025-07-01T01:42:38.535Z
470,24,click,2025-07-01T01:54:10.347Z
359,16,purchase,2025-07-01T01:55:40.464Z
200,2,view,2025-07-01T01:42:51.547Z
81,29,click,2025-07-01T01:44:25.636Z
284,4,view,2025-07-01T02:35:46.298Z
13,21,click,2025-07-01T02:35:48.018Z
350,29,click,2025-07-01T02:35:27.014Z
122,15,click,2025-07-01T02:35:11.513Z
491,4,purchase,2025-07-01T02:35:20.751Z
71,30,click,2025-07-01T02:35:46.096Z
316,4,view,2025-07-01T02:34:24.414Z
431,3,click,2025-07-01T02:34:50.191Z
436,16,view,2025-07-01T02:34:29.388Z
295,27,view,2025-07-01T02:35:18.405Z
21,18,purchase,2025-07-01T02:35:00.072Z
241,30,view,2025-07-01T02:34:39.686Z
358,20,view,2025-07-01T02:34:42.915Z
208,7,purchase,2025-07-01T02:35:05.417Z
128,15,click,2025-07-01T02:34:57.637Z
297,29,view,2025-07-01T02:35:04.308Z
52,28,view,2025-07-01T02:34:24.094Z
287,30,click,2025-07-01T02:35:22.364Z
87,25,view,2025-07-01T02:44:49.136Z
464,21,view,2025-07-01T02:43:58.020Z
87,12,view,2025-07-01T02:44:23.916Z
152,12,click,2025-07-01T02:44:01.864Z
429,28,purchase,2025-07-01T01:52:33.207Z
437,10,view,2025-07-01T01:55:11.431Z
80,13,purchase,2025-07-01T01:44:54.663Z
261,5,view,2025-07-01T01:50:25.037Z
133,19,purchase,2025-07-01T01:45:43.710Z
290,2,view,2025-07-01T01:46:52.778Z
109,25,click,2025-07-01T01:44:58.666Z
386,28,purchase,2025-07-01T01:47:17.802Z
430,29,purchase,2025-07-01T01:54:36.377Z
228,3,click,2025-07-01T01:53:30.290Z
75,22,purchase,2025-07-01T01:45:14.683Z
405,1,view,2025-07-01T01:55:32.454Z
285,14,click,2025-07-01T01:51:41.141Z
117,16,click,2025-07-01T01:50:09.019Z
325,7,purchase,2025-07-01T01:55:22.441Z
457,25,purchase,2025-07-01T01:54:47.389Z
473,7,click,2025-07-01T01:40:45.441Z
30,1,purchase,2025-07-01T01:40:43.439Z
463,15,click,2025-07-01T02:39:12.508Z
427,29,view,2025-07-01T02:39:46.088Z
